user_id,video_id,date,tab,is_click,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,is_like,is_follow,is_comment,is_forward,is_hate,long_view
60,126,20220428,11,1,14690,15003,2616,1411,0,0,0,0,0,0
170,84,20220425,9,1,7731,8947,4087,451,0,0,0,0,0,0
62,9,20220508,1,0,12859,12674,2749,1201,0,0,0,0,0,0
92,61,20220428,12,1,6588,5362,3009,1405,0,0,0,0,0,0
112,71,20220506,7,1,11856,15653,4036,553,0,0,0,0,0,1
167,111,20220427,4,1,4525,3740,1137,1214,0,0,0,0,0,1
110,4,20220502,5,1,15296,19739,312,454,0,0,0,0,0,0
143,4,20220427,5,1,17804,17702,4512,1595,0,0,0,0,0,1
140,56,20220427,11,0,5179,7055,1479,720,0,0,0,0,0,0
33,146,20220424,7,1,20384,16695,1230,315,0,0,0,0,0,1
80,51,20220501,3,0,3180,4538,3109,594,0,0,0,0,0,1
159,105,20220503,14,0,663,1405,1729,809,0,0,0,0,0,0
142,66,20220507,6,1,16267,14409,1108,1269,0,0,0,0,0,0
154,44,20220505,0,0,1991,2880,198,843,0,0,0,0,0,0
50,129,20220508,0,0,7890,19955,4372,1544,0,0,0,0,0,0
197,123,20220423,2,1,16947,13943,2214,97,0,0,1,0,0,0
24,69,20220429,1,0,4668,12772,2371,412,0,0,0,0,0,0
110,92,20220502,4,0,3294,7880,4719,1080,0,0,0,0,0,0
34,71,20220424,8,0,458,1251,4078,882,0,0,0,0,0,0
153,141,20220423,6,1,4454,4351,4370,1510,0,0,0,0,0,0
97,42,20220508,8,0,1923,4696,3636,656,0,0,0,0,0,0
167,83,20220503,7,0,5673,6115,225,87,0,0,0,0,0,0
96,5,20220508,9,1,10288,13094,236,1239,0,0,0,0,0,0
61,67,20220426,11,1,12742,15064,1192,1555,0,0,1,0,0,1
57,134,20220508,7,1,1650,1316,3351,1109,0,0,0,0,0,0
45,112,20220501,13,1,15158,15948,1683,878,0,0,0,0,0,0
124,100,20220424,1,0,16208,19697,945,1267,0,0,0,0,0,1
146,9,20220505,14,1,10839,17409,3002,1110,0,0,0,0,0,0
106,129,20220506,5,1,1555,1250,1506,533,0,0,0,0,0,0
129,68,20220423,9,1,8952,7057,3300,1798,0,0,0,0,0,0
18,90,20220426,8,1,17016,18074,995,1936,0,0,0,0,0,0
9,87,20220503,7,1,11075,9316,404,985,0,0,0,0,0,0
96,107,20220505,2,1,9116,7594,1320,908,0,0,0,0,0,0
173,5,20220428,12,0,2145,3413,2830,1763,0,0,0,0,0,0
94,36,20220429,0,0,16128,17095,342,1720,0,0,0,0,0,1
60,44,20220424,2,0,2222,2914,3987,1524,0,0,0,0,0,0
187,69,20220505,10,0,2874,9490,739,841,0,0,0,0,0,0
165,142,20220425,5,1,17323,14916,4483,1048,0,0,0,0,0,0
191,21,20220504,7,1,14066,17458,1804,29,0,0,0,0,0,0
166,57,20220426,1,0,2538,6804,4252,1431,0,0,0,0,0,0
75,127,20220423,12,1,4380,3403,3863,1459,0,0,0,0,0,0
58,95,20220503,5,1,11544,14592,3189,1207,0,0,0,0,0,1
28,135,20220427,0,0,8296,13937,2151,1595,0,0,0,0,0,0
101,30,20220504,6,0,6335,8868,2781,654,0,0,0,0,0,0
103,4,20220430,0,0,4429,5555,3744,774,0,0,0,0,0,1
191,108,20220430,11,1,11660,16174,1801,828,1,0,0,0,0,0
53,130,20220501,10,1,7448,6006,543,637,0,0,0,0,0,0
124,79,20220424,11,0,2860,3864,2965,1399,0,0,0,0,0,0
160,30,20220428,6,1,12858,12694,3743,736,0,0,0,0,0,0
64,24,20220428,2,0,1827,3572,3922,1149,0,0,0,0,0,0
1,69,20220428,13,1,19935,17060,1185,715,0,0,0,0,0,0
130,134,20220503,9,0,3568,7236,2316,1493,1,0,0,0,0,0
195,62,20220508,6,1,3322,2876,7,1420,0,0,0,0,0,0
41,49,20220508,13,0,3522,7815,3266,1315,0,0,0,0,0,0
40,61,20220428,8,1,4723,4003,1551,1053,0,0,0,1,0,0
17,113,20220424,1,0,5278,4515,2512,766,0,0,0,0,0,0
4,79,20220505,8,1,14288,18689,150,329,0,0,0,0,0,1
185,123,20220423,13,1,6488,5765,919,198,0,0,0,0,0,0
185,71,20220430,12,0,1259,2029,4122,440,0,0,0,0,0,0
196,15,20220504,14,0,4483,14452,4431,662,0,0,0,0,0,0
159,133,20220428,3,1,12912,11040,2639,1768,0,0,0,0,0,0
120,59,20220429,12,0,2849,3145,4488,1372,0,0,0,0,0,1
77,19,20220422,0,0,13412,15224,2274,1202,0,0,0,0,0,0
27,19,20220503,1,0,1671,3424,2424,561,0,0,0,0,0,0
40,87,20220426,14,1,15526,14826,2980,1510,0,0,0,0,0,0
134,86,20220507,9,1,11372,11598,1857,4,0,0,0,0,0,0
180,109,20220502,2,1,6556,5739,726,215,0,0,0,0,0,0
55,23,20220430,7,1,18342,18450,2128,261,0,0,0,0,0,0
172,119,20220504,11,0,1802,5813,2256,1539,0,0,0,0,0,0
136,50,20220508,2,1,6109,4998,1634,200,0,0,0,0,0,1
54,98,20220506,5,1,8676,12455,2356,1602,0,0,0,0,0,0
145,2,20220507,4,1,2980,2451,185,916,0,0,0,0,0,0
53,106,20220503,6,0,4969,5467,3634,1710,0,0,0,0,0,0
186,19,20220427,11,1,19619,18941,2510,1481,0,0,0,0,0,1
51,73,20220423,4,1,16484,19726,2033,1329,0,0,0,0,0,0
119,142,20220501,6,0,5360,6637,4885,1823,0,0,0,1,0,0
137,102,20220501,9,0,5352,8969,2210,1201,0,0,0,0,0,0
137,42,20220427,1,0,1417,1313,3905,979,0,0,0,0,0,0
54,16,20220506,11,1,4832,4047,1787,1275,0,0,0,0,0,0
193,109,20220502,9,1,16226,14251,4582,885,0,0,0,0,0,0
154,85,20220501,2,0,4541,5909,2415,1627,1,0,0,0,0,0
101,15,20220505,6,1,10471,13742,2737,1707,0,0,0,0,0,0
137,42,20220427,10,0,4624,6653,3723,1913,0,0,0,0,0,0
66,91,20220506,3,1,9100,13436,805,126,0,0,0,0,0,0
178,114,20220506,13,0,2496,7800,3465,538,1,0,0,0,0,0
80,94,20220426,0,0,7614,7376,2385,442,1,0,0,0,0,1
197,39,20220426,12,0,4094,5119,2780,1966,0,0,0,0,0,0
146,140,20220503,0,0,561,1098,1524,68,1,0,0,0,0,0
163,100,20220426,3,0,1661,1717,320,988,0,0,0,0,0,1
44,148,20220504,13,1,10685,9679,4689,798,0,0,0,0,0,0
102,126,20220429,2,0,1562,2435,3297,1543,0,0,0,0,0,0
175,70,20220502,3,0,6397,7421,846,270,0,0,1,0,0,1
95,41,20220502,9,0,5318,11469,2333,1546,0,0,0,0,0,0
25,20,20220504,6,0,3887,4016,1031,41,0,0,0,0,0,0
160,47,20220427,5,0,4895,15914,1131,1821,0,0,0,0,0,0
17,18,20220505,4,1,15497,16066,719,1072,1,0,0,0,0,0
172,124,20220501,13,0,5868,17860,1152,823,0,0,0,0,0,0
35,28,20220501,1,0,2076,2666,3399,800,0,0,0,0,0,0
46,37,20220505,9,1,17136,19110,928,1727,0,0,0,0,0,1
28,95,20220427,4,1,12439,18358,402,1127,0,0,0,0,0,1
104,108,20220506,0,0,4054,5377,567,818,0,0,0,0,0,0
72,39,20220507,4,1,12618,17951,1845,888,0,0,0,0,0,0
136,125,20220501,9,1,7384,10934,2430,808,0,0,0,0,0,1
79,40,20220426,5,0,350,1073,1493,1014,0,0,0,0,0,0
174,99,20220503,4,0,5646,9640,3153,683,0,0,0,0,0,0
2,141,20220430,8,0,4098,4806,2869,1975,0,0,0,0,0,0
8,17,20220506,6,0,4239,10884,391,1368,0,0,0,0,0,1
20,107,20220508,14,0,4817,11898,57,106,0,0,0,0,0,0
62,81,20220423,3,1,15955,13734,4016,1700,0,0,0,0,0,0
104,33,20220425,3,1,7228,7527,3812,476,0,0,0,0,0,1
41,10,20220506,2,1,13318,19171,2878,1943,0,0,0,0,0,0
132,16,20220429,9,1,21146,17975,3945,112,0,0,0,0,0,0
153,29,20220501,2,1,9548,15786,3755,970,0,0,0,0,0,0
81,135,20220507,4,0,6109,7483,4502,1508,0,0,0,0,0,0
37,122,20220508,14,0,1077,1423,1565,1220,0,0,0,0,0,0
74,91,20220427,5,1,9781,8307,3473,1300,0,0,0,0,0,0
63,43,20220423,9,1,4462,4291,495,1878,0,0,0,0,0,1
166,49,20220429,3,1,11152,13006,1524,1775,1,0,0,0,0,0
97,45,20220428,12,1,7654,13280,4146,1459,0,0,0,0,0,0
62,146,20220425,5,0,3075,3891,759,270,0,0,0,0,0,0
69,50,20220501,4,0,2310,3926,399,1341,0,0,0,0,0,0
116,120,20220428,11,1,11602,11874,2359,1251,0,0,0,0,0,0
35,107,20220429,8,1,3089,3050,2338,182,0,0,0,0,0,0
111,83,20220508,3,0,2539,3473,770,1706,0,0,0,0,0,0
133,31,20220507,1,0,7537,12091,1257,1729,0,0,0,0,0,0
178,145,20220505,5,0,1574,4939,3285,1928,0,0,0,0,0,0
155,115,20220427,5,1,2096,1967,1628,1338,0,0,0,0,0,1
58,103,20220424,14,0,2339,5497,4618,214,0,0,0,0,0,1
96,74,20220505,4,1,11368,15599,1239,1366,0,0,0,1,0,1
8,116,20220424,7,1,9150,12447,2471,1873,0,0,0,0,0,1
140,96,20220506,11,0,2919,3620,1090,981,0,0,0,0,0,0
99,64,20220503,9,1,2949,2402,4185,854,0,0,0,0,0,0
61,30,20220427,0,0,6863,8679,1375,1846,0,0,0,0,0,0
131,51,20220501,2,0,948,2696,3539,861,0,0,0,0,0,0
97,9,20220503,12,1,8225,14032,425,1807,0,0,0,0,0,0
165,109,20220501,4,1,17459,13670,900,1427,0,0,0,0,0,0
69,149,20220505,10,0,1619,4287,1770,781,0,0,0,0,0,0
111,128,20220504,5,1,2504,2058,790,1168,0,0,0,0,0,0
39,8,20220502,8,1,7891,7274,2551,1190,0,0,0,0,0,0
4,122,20220427,2,0,4112,9744,4683,1535,0,0,0,0,0,0
45,90,20220501,11,1,4629,3764,3154,1079,0,0,0,0,0,0
15,76,20220428,8,1,10569,10279,3763,1672,0,0,0,0,0,0
163,23,20220424,11,0,1875,6173,3663,1559,0,0,0,0,0,0
139,53,20220423,8,1,10802,9084,1871,1183,0,0,1,0,0,0
84,136,20220430,14,1,7055,18377,1013,719,0,0,0,0,0,0
181,14,20220424,3,1,8349,17679,3502,1945,0,1,0,0,0,0
167,105,20220425,0,0,12814,11275,1025,1396,0,0,0,0,0,0
149,72,20220424,1,0,16440,14168,1828,162,1,0,0,0,0,0
32,83,20220426,4,0,1440,2925,2851,54,0,0,0,0,0,0
58,49,20220504,11,1,9655,11100,4108,1018,0,0,0,0,0,0
51,125,20220505,11,1,1793,1705,3260,444,0,0,0,0,0,0
96,120,20220427,11,0,3653,11743,1169,652,0,0,0,0,0,1
61,6,20220430,0,0,3759,8319,4645,1863,1,0,0,0,0,1
176,138,20220501,8,1,9355,11945,2740,1230,0,0,0,0,0,0
135,82,20220423,4,0,5613,6049,4644,1767,0,1,0,0,0,0
109,30,20220503,1,1,3079,8034,3144,1674,0,0,0,0,0,0
84,117,20220508,10,1,13427,13073,4610,1489,0,0,0,0,0,0
5,104,20220425,9,0,3504,4209,2904,386,0,0,0,0,0,1
3,75,20220423,7,0,1015,2120,2802,1362,0,0,0,0,0,1
62,51,20220507,0,0,3354,3777,3248,893,0,0,0,0,0,0
155,73,20220502,8,0,4191,10324,4652,1684,0,0,0,0,0,0
146,64,20220429,7,0,4657,14263,738,625,0,0,0,0,0,1
12,91,20220502,11,1,11595,11289,3045,1546,0,0,0,0,0,0
84,37,20220507,14,1,14801,13960,4404,728,0,0,0,0,0,0
183,47,20220504,1,0,9182,16056,3426,789,0,0,0,0,0,0
54,83,20220427,11,1,16335,17131,3221,1995,1,0,0,0,0,0
192,112,20220507,3,1,10955,18010,1202,907,0,0,0,0,0,0
119,67,20220508,1,0,7416,6120,42,495,0,0,0,0,0,1
113,149,20220508,2,1,19006,19812,1872,631,0,0,0,0,0,0
13,146,20220506,13,0,1844,2885,4506,555,0,0,0,0,0,0
90,41,20220504,0,0,14242,14490,4923,781,0,0,0,0,0,0
182,146,20220422,13,1,7987,13743,1336,910,0,0,0,0,0,1
44,62,20220507,4,1,15186,16595,1997,1486,0,0,0,0,0,0
17,97,20220428,4,1,9536,8763,4136,957,0,0,0,0,0,0
21,52,20220427,12,1,8372,6596,1985,96,0,0,0,0,0,0
139,103,20220503,14,0,2785,3281,2280,89,0,0,0,0,0,1
49,145,20220430,9,1,12136,14612,4459,659,0,0,0,0,0,0
36,7,20220429,14,1,9252,10936,4953,138,0,0,0,0,0,1
77,107,20220508,11,0,6907,13266,4389,228,0,0,0,0,0,0
144,110,20220430,7,1,18687,17887,479,234,0,0,0,0,0,1
118,82,20220502,11,0,3878,6829,543,1059,0,0,0,0,0,0
1,41,20220422,5,1,8980,16815,915,222,0,0,0,0,0,0
153,41,20220426,1,1,15054,11860,745,0,0,1,0,0,0,1
107,121,20220503,1,0,1881,4162,3893,1497,0,0,0,0,0,0
2,65,20220422,12,1,7172,5985,449,1092,0,0,0,0,0,0
126,72,20220501,10,1,14940,13144,626,1286,0,0,0,0,0,0
120,29,20220507,0,0,12764,15268,4421,334,0,0,0,0,0,0
170,64,20220503,9,0,3984,9230,2074,1296,0,0,0,0,0,0
35,40,20220504,0,0,13124,12708,4998,1178,0,0,0,0,0,0
119,11,20220422,5,1,13018,18011,2019,602,0,0,0,0,0,1
115,80,20220503,6,1,7544,8361,2901,464,0,0,0,0,0,0
126,87,20220428,8,1,11879,11657,3033,1430,0,0,0,0,0,1
69,139,20220505,14,0,521,1347,1757,1020,0,1,0,0,0,0
152,105,20220501,12,1,13876,14883,1374,1094,0,0,0,0,0,1
135,11,20220502,12,1,7419,17519,1570,871,0,0,0,0,0,1
134,78,20220426,0,1,11702,12113,3229,1974,0,0,0,0,0,1
1,137,20220423,10,1,7666,12050,1764,630,0,0,0,0,0,0
79,57,20220425,12,1,14514,18189,1054,1924,0,0,0,0,0,0
161,59,20220506,2,1,8629,9487,1739,1514,0,0,0,0,0,0
61,134,20220425,13,0,930,1045,3092,1799,0,0,0,0,0,1
31,97,20220505,0,1,2927,7649,165,994,0,0,0,0,0,0
69,145,20220508,6,0,3259,4910,1654,459,0,0,0,0,0,0
131,144,20220422,3,1,23587,19109,3999,1580,1,0,0,0,0,0
73,48,20220428,4,1,8138,7232,2834,775,0,0,0,0,0,1
164,111,20220503,13,1,8547,19057,3112,243,0,0,0,0,0,0
1,114,20220427,8,0,2601,4192,3517,188,1,0,0,0,0,0
96,2,20220426,2,1,8945,10091,263,1861,0,0,0,0,0,1
165,118,20220430,4,1,9235,15449,4813,346,0,0,0,0,0,0
155,57,20220426,3,1,17813,17110,2897,1069,0,0,0,0,0,0
47,71,20220426,1,1,1644,2506,4958,1357,0,0,0,0,0,0
34,84,20220425,4,0,2393,5479,1691,90,0,0,0,0,0,1
158,41,20220504,14,1,21588,18484,2695,1522,0,0,0,0,0,0
59,35,20220425,1,0,7333,9215,2314,853,0,0,0,0,0,0
164,65,20220426,6,1,16274,15845,1964,1493,0,0,0,0,0,0
71,86,20220429,11,1,7646,17844,2070,1107,0,0,0,0,0,0
144,52,20220423,11,1,8898,7671,3379,1644,0,0,0,0,0,1
69,29,20220429,1,0,13097,18189,3296,1270,0,0,0,0,0,0
156,35,20220503,7,1,8320,18590,4793,983,0,0,0,0,0,1
101,105,20220423,3,0,4616,5102,914,711,0,0,0,0,0,0
50,80,20220428,9,1,7500,18884,2069,1762,0,0,0,0,0,0
181,127,20220427,9,1,19730,17519,4441,643,0,0,0,0,0,1
77,12,20220501,3,1,17940,14483,3803,492,0,0,0,0,0,1
163,72,20220429,13,1,10919,15687,4591,1527,0,0,0,0,0,0
197,5,20220425,11,1,23702,18777,3099,913,0,0,0,0,0,0
92,118,20220427,11,1,11473,12151,734,83,0,0,0,0,0,1
95,57,20220426,7,0,6832,9380,1106,109,0,0,0,0,0,0
140,14,20220502,0,0,1212,2109,4932,1678,0,0,0,0,0,1
94,126,20220422,14,0,6729,9835,751,491,1,0,0,0,0,1
153,122,20220503,11,1,15789,13896,2917,1969,0,0,0,0,0,0
132,25,20220423,6,0,2547,5412,2723,1518,0,0,0,0,0,0
8,100,20220504,14,1,13516,11158,914,1703,0,0,0,0,0,0
138,59,20220426,4,1,11837,12217,4500,1480,0,0,0,0,0,1
185,144,20220425,7,0,3240,5134,3906,1326,0,0,0,0,0,1
199,55,20220504,1,0,13307,12126,4780,753,0,0,0,0,0,0
31,28,20220424,11,1,18311,18511,375,616,0,0,0,0,0,0
57,20,20220504,12,1,14036,12927,48,132,1,0,0,0,0,0
124,26,20220430,8,0,3216,6522,249,1149,0,0,0,0,0,0
4,109,20220424,4,1,11703,12125,2059,1501,0,0,0,0,0,1
176,89,20220425,14,1,7363,18560,4676,602,0,0,0,0,0,0
111,123,20220508,9,0,5096,7960,780,579,0,0,0,0,0,0
171,112,20220505,4,0,6020,6103,3086,463,0,0,0,0,0,0
53,115,20220429,12,0,4163,4578,1000,1037,0,0,0,0,0,1
91,102,20220422,14,1,10390,18908,4161,137,0,0,0,0,0,1
87,105,20220422,5,1,8093,7272,2816,1589,0,0,0,0,0,0
