user_id,video_id,date,tab,is_click,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,is_like,is_follow,is_comment,is_forward,is_hate,long_view,video_features_statistic_play_count
32,74,20220421,13,1,13373,10660,63,1614,0,0,0,0,0,0,62289
160,96,20220417,13,1,11846,13397,1843,1884,0,0,0,0,0,0,58384
46,119,20220419,6,0,2055,2767,3972,887,0,0,0,0,0,0,86758
194,66,20220417,11,0,1573,4146,4831,1799,0,0,0,0,0,0,3466
23,87,20220417,3,1,18753,14947,2209,641,0,0,0,0,0,0,65344
163,65,20220413,1,0,18062,16849,2723,1260,0,0,0,0,0,0,34875
114,106,20220420,7,0,6228,12041,2348,351,0,0,0,0,0,1,10119
137,16,20220409,13,1,10738,10664,2449,1392,0,0,0,0,0,0,17607
65,36,20220416,0,0,12841,11780,4281,188,0,0,0,0,0,0,593
0,29,20220418,14,1,7347,16856,3716,219,0,1,0,0,0,1,45103
33,60,20220419,14,0,2864,3867,4185,1211,0,0,0,0,0,0,64588
190,91,20220415,1,0,2140,7104,332,60,0,0,0,0,0,0,89583
119,112,20220413,7,0,6017,17639,1325,54,0,0,0,0,0,1,28859
114,76,20220412,9,0,2474,5551,4547,1100,0,0,0,0,0,0,25546
199,18,20220413,4,0,6171,19618,1090,1008,0,0,0,0,0,0,9116
18,0,20220414,11,0,4446,8467,3423,1342,1,0,0,0,0,0,44085
58,46,20220418,1,0,701,1090,1689,1147,0,0,0,0,0,0,32635
199,46,20220420,9,0,2567,6215,3605,355,0,0,0,0,0,0,84561
86,36,20220409,5,1,8629,10101,536,461,0,0,0,0,0,1,22656
5,82,20220421,10,0,6287,8226,277,329,1,0,0,0,0,0,46759
131,39,20220415,11,1,11108,9127,1072,1180,0,0,0,0,0,1,55504
37,142,20220413,0,0,11770,13524,1235,588,0,0,0,0,0,0,30846
43,86,20220417,8,1,8618,9723,3084,1987,0,0,0,0,0,0,78166
49,139,20220416,13,1,12446,12161,4171,994,0,0,0,0,0,0,81669
129,59,20220411,3,1,14450,18082,2342,1568,0,0,0,0,0,0,36529
112,102,20220412,7,0,4605,14974,1019,1502,0,0,0,0,0,1,20136
62,51,20220418,13,0,4260,9463,4021,740,0,0,0,0,0,0,98869
50,105,20220416,4,1,9376,10290,4675,40,0,0,0,0,0,0,60184
161,18,20220415,12,0,5839,11361,2250,380,0,0,0,0,0,0,80656
189,46,20220412,2,1,20534,17802,119,1950,0,0,0,0,0,1,42920
100,54,20220418,3,1,11269,10535,2475,446,0,0,0,0,0,0,36189
134,114,20220413,6,1,8443,12934,1107,1634,1,0,0,0,0,0,93167
85,130,20220412,0,0,9031,9354,1944,447,0,0,0,0,0,0,76031
185,53,20220420,5,0,3349,6696,3089,1834,0,0,0,0,0,0,33152
2,112,20220411,1,1,8130,8065,2244,197,0,0,0,0,0,0,50638
189,38,20220411,11,0,3965,8531,1448,1431,0,0,0,0,0,0,97708
175,124,20220417,7,1,9047,13594,869,670,0,0,0,0,0,0,60804
57,51,20220416,5,1,3579,3119,610,1291,0,0,0,0,0,0,65751
75,40,20220408,5,1,8792,17094,2253,1490,1,0,0,0,0,0,19406
4,24,20220409,7,0,5026,7373,4635,179,0,0,0,0,0,0,87888
9,133,20220413,13,0,4970,14022,3408,1043,0,0,0,0,0,0,73928
45,102,20220419,8,0,5853,13485,543,649,0,0,0,0,0,0,36224
151,93,20220413,4,1,12978,16331,3989,555,0,0,0,0,0,0,93934
138,31,20220419,5,1,12296,11237,239,1218,0,0,0,0,0,0,45896
140,118,20220412,9,1,16841,14324,1854,341,0,0,0,0,0,0,40926
174,59,20220411,4,1,15838,13175,197,946,0,0,0,0,0,0,64379
197,8,20220419,5,1,9952,9444,4875,967,0,0,0,0,0,1,17506
199,15,20220420,4,1,7255,6919,2583,363,0,0,0,0,0,0,43870
153,73,20220409,3,1,6028,5304,2512,168,0,0,0,0,0,0,83766
128,32,20220408,10,1,16164,17569,2894,1947,0,0,0,0,0,1,35603
176,52,20220417,2,0,641,1535,3466,526,0,0,0,0,0,1,94173
21,43,20220412,6,0,2312,7414,509,1331,0,0,0,0,0,0,56839
18,38,20220416,0,1,8473,18081,3228,293,0,0,0,0,0,0,49944
50,14,20220410,8,1,16561,17998,1011,20,0,0,0,0,0,1,77528
143,69,20220420,4,0,3476,6483,4725,836,0,0,0,0,0,0,13939
47,2,20220414,14,0,5465,6098,4378,1508,0,0,0,0,0,0,30718
65,59,20220420,10,1,8154,7043,4953,811,0,0,0,0,0,0,82240
83,77,20220419,3,1,9244,16100,486,439,0,0,0,0,0,0,21652
102,112,20220417,11,0,1965,3204,4932,1747,0,0,0,0,0,0,69445
170,118,20220411,1,0,3225,4941,3804,434,0,0,0,0,0,0,40505
3,55,20220418,8,1,17511,16256,4735,547,0,0,0,0,0,0,75010
32,79,20220408,3,0,6583,10751,1034,313,0,0,0,0,0,1,68934
47,59,20220415,5,1,5245,4946,2941,627,0,0,0,0,0,0,50520
94,44,20220413,10,1,8417,8819,3333,99,1,0,0,0,0,0,68061
107,90,20220421,3,0,6422,12224,2651,1676,1,0,0,0,0,0,90757
53,84,20220410,11,0,6147,16620,2132,693,0,0,0,0,0,0,55455
60,122,20220421,4,0,5104,8825,4119,14,0,0,0,0,0,0,5274
89,24,20220409,2,1,14233,14552,4812,832,0,0,0,0,0,0,97820
189,21,20220416,1,1,7059,14000,4324,67,0,0,0,0,0,0,93573
160,22,20220416,5,1,7826,14702,3166,882,0,0,0,0,0,0,27749
54,100,20220420,3,0,6062,13589,1399,1768,0,0,0,0,0,1,29167
65,7,20220412,6,1,15334,12641,2957,488,0,0,0,0,0,0,98728
112,21,20220420,10,0,4728,13374,1468,1386,0,0,0,0,0,0,20355
188,126,20220417,6,0,6576,9967,2150,1322,0,0,0,0,0,0,85920
45,30,20220420,10,0,4584,5142,2440,1124,0,0,0,0,0,0,20816
158,134,20220410,10,1,10216,11324,1293,23,0,0,0,0,0,1,37124
169,121,20220418,7,1,11851,17307,2925,1441,0,0,0,0,0,0,1719
107,14,20220421,14,1,18789,18348,469,666,0,0,1,0,0,0,46312
81,80,20220408,3,1,15092,17333,4348,1397,0,0,0,0,0,0,97096
153,6,20220413,3,1,11122,8681,1350,30,0,0,0,0,0,0,68165
138,108,20220416,7,1,21306,19854,4462,1760,0,0,0,0,0,1,71046
81,28,20220409,7,1,10581,11763,4093,1826,0,0,0,0,0,0,1449
181,76,20220415,13,0,4657,7899,440,1505,0,0,0,0,0,0,44906
175,17,20220416,7,0,6997,9877,2356,1152,0,0,0,0,0,0,26569
122,132,20220418,8,0,667,2017,142,1352,0,0,0,0,0,0,3193
183,103,20220420,2,1,8717,10100,4000,327,0,0,0,0,0,1,53195
172,83,20220413,3,0,4661,6012,2620,240,0,0,0,0,0,0,33154
49,23,20220414,7,0,6863,15093,4139,1996,0,0,0,0,0,0,94977
110,25,20220414,8,0,4378,6193,4154,518,0,0,0,0,0,0,35122
46,104,20220421,3,1,4899,4044,2460,742,0,0,0,0,0,0,39261
157,43,20220410,2,1,4282,3785,4052,229,0,0,0,0,0,0,72310
102,144,20220414,8,0,4775,10578,2355,180,0,0,1,0,0,0,46928
179,5,20220408,3,1,10006,8436,2074,990,0,0,0,0,0,1,8165
57,45,20220413,4,0,3253,10305,2358,1343,0,0,0,0,0,0,2178
52,0,20220421,9,0,6966,11220,1653,496,0,0,0,0,0,0,56101
100,108,20220416,4,1,12909,13497,1509,221,0,0,1,0,0,0,84890
117,55,20220412,0,0,1730,4330,747,139,0,0,0,0,0,0,79551
100,72,20220421,7,1,2787,2273,2625,728,0,0,0,0,0,0,62472
57,54,20220416,9,1,10047,9110,418,149,0,0,0,0,0,0,26503
47,148,20220421,14,0,1149,3507,541,796,0,0,0,0,0,1,60375
95,34,20220408,9,1,9545,11483,3336,270,0,0,0,0,0,0,52070
30,63,20220414,13,1,9001,16804,4442,878,0,0,0,0,0,0,80032
22,104,20220419,10,1,7836,13921,4959,1283,0,0,0,0,0,0,12018
43,5,20220418,10,0,2693,7822,2974,972,0,0,0,0,0,0,39837
28,121,20220413,1,0,10497,14198,3907,1798,0,0,0,0,0,0,22655
155,62,20220414,14,0,5478,12709,2955,1355,0,0,0,0,0,0,65278
162,28,20220413,2,1,12777,14025,3543,840,0,0,0,0,0,0,72407
58,78,20220415,5,0,2034,5355,2253,1901,0,0,0,0,0,0,5627
42,125,20220411,0,0,18532,15796,1712,865,0,0,0,0,0,0,41563
58,120,20220419,0,0,7154,5538,2981,1043,0,0,0,0,0,0,9397
75,57,20220409,5,1,16755,18885,4559,849,0,0,0,0,0,0,2457
48,59,20220413,5,1,16596,19666,581,71,0,0,0,0,0,0,2623
143,141,20220411,6,0,1287,2610,1694,1964,0,0,0,0,0,0,97009
80,41,20220418,6,0,2933,3406,3056,39,0,0,0,0,0,1,98155
92,50,20220418,0,0,4487,6014,558,1952,0,0,0,0,0,0,30292
180,24,20220417,7,1,11533,15607,724,1007,0,0,0,0,0,0,58675
143,65,20220420,2,0,3423,9785,4154,20,0,0,0,0,0,0,62249
172,90,20220421,12,0,879,1257,4697,1533,0,0,0,0,0,0,96226
5,119,20220410,1,0,12071,10824,4392,1165,0,0,0,0,0,1,11842
65,90,20220409,4,1,8900,10402,2002,505,0,0,0,0,0,1,89792
157,22,20220409,5,1,1205,1107,1953,1098,0,0,1,0,0,1,50166
47,26,20220418,7,0,482,1016,4518,1382,0,0,0,0,0,0,59195
78,57,20220421,7,1,3017,2979,4335,1499,0,0,0,0,0,0,1865
105,42,20220420,12,1,12560,14508,4530,1098,0,0,0,0,0,0,75611
170,61,20220417,6,1,7132,10892,4895,768,0,0,0,0,0,0,42870
72,42,20220421,2,1,10905,8879,3338,1409,0,0,0,0,0,0,11663
141,34,20220420,12,0,1444,1990,1272,674,0,0,0,0,0,0,92086
26,21,20220408,13,1,9552,10371,4116,1518,0,0,0,0,0,0,43400
185,67,20220409,1,1,2529,5802,1812,1508,0,0,0,0,0,0,25885
95,129,20220420,2,0,6930,14233,983,296,1,0,0,0,0,0,81533
160,1,20220409,5,1,11947,12713,3246,940,0,0,0,0,0,0,13590
94,7,20220421,10,1,15265,14077,4433,902,0,0,0,0,0,0,80018
7,119,20220419,10,0,6979,18645,934,1624,0,0,0,0,0,0,10264
125,26,20220421,14,1,4228,3797,4574,1263,0,0,0,0,0,0,24733
100,63,20220413,8,0,2471,6660,853,1366,0,0,0,0,0,0,69625
85,95,20220410,9,0,3043,5222,2825,1179,0,0,0,0,0,1,22155
41,103,20220415,14,0,661,1806,810,1424,0,0,0,0,0,0,7372
98,23,20220421,10,1,8861,7679,2029,1941,0,0,0,0,0,0,93117
66,25,20220413,7,1,9138,16662,4657,610,0,0,0,0,0,1,58272
20,98,20220420,11,0,5404,9226,4810,1792,0,0,0,0,0,0,20774
19,40,20220413,10,1,17282,13955,2538,1659,0,0,0,0,0,0,6296
109,65,20220419,3,0,1002,2179,3679,1959,0,0,0,0,0,0,80605
31,82,20220411,3,1,11892,18793,2464,860,0,0,1,0,0,0,24225
1,49,20220414,1,0,5781,6163,1121,1674,1,0,0,0,0,1,2007
29,74,20220412,4,0,1152,2255,2920,751,0,0,0,0,0,1,90090
106,144,20220411,6,1,21175,19905,3788,1760,0,0,0,0,0,0,41741
32,109,20220420,11,1,18501,18654,743,433,0,0,0,0,0,1,73165
20,92,20220419,8,1,12883,11498,3646,892,0,0,0,0,0,0,96633
51,127,20220409,13,1,14682,15426,1366,1345,0,0,0,0,0,0,81602
91,51,20220420,4,0,6915,14280,1427,194,0,0,0,0,0,0,85515
194,25,20220421,5,1,9830,15700,4384,317,0,0,0,0,0,0,92473
163,99,20220411,0,0,7261,17500,4923,869,0,0,0,0,0,0,6965
98,73,20220413,12,1,6376,5907,4304,1455,0,0,0,0,0,0,72007
52,41,20220415,12,1,1680,1377,3393,868,0,0,0,0,0,1,9805
148,32,20220417,0,0,11410,9093,1405,1590,0,0,0,0,0,0,29309
64,146,20220414,11,1,13102,10676,417,597,0,0,0,0,0,0,83215
89,53,20220410,1,1,7016,8300,1548,1680,0,0,0,0,0,0,93336
192,42,20220421,14,0,4203,4715,2381,22,0,0,0,0,0,0,39876
34,78,20220417,4,1,8741,8367,469,629,0,0,0,0,0,0,23613
171,13,20220408,2,1,6607,6491,538,104,0,0,0,0,0,0,12991
172,54,20220419,0,0,12023,15850,3449,755,0,0,0,0,0,0,75160
95,61,20220418,0,0,16549,16185,1894,1136,0,0,0,0,0,0,14031
24,121,20220410,2,1,13149,15039,2462,285,0,0,0,0,0,0,12949
162,115,20220416,11,0,548,1187,286,1275,0,0,0,0,0,1,41571
128,26,20220415,7,1,15658,15535,2778,1535,0,0,0,0,0,0,66176
194,90,20220408,12,1,14466,12733,3468,813,0,0,0,0,0,1,34120
194,77,20220420,14,1,17398,19228,1720,761,1,0,0,0,0,0,86695
91,60,20220418,3,1,8767,12509,622,1581,0,0,0,0,0,0,66792
187,50,20220412,14,0,4377,8929,1432,1382,0,0,0,0,0,0,21385
157,136,20220408,5,1,3853,2967,3167,1174,0,0,0,0,0,0,61092
87,73,20220409,11,1,8664,10944,3619,739,0,0,0,0,0,0,94623
109,16,20220418,12,0,5709,11463,3387,535,0,0,0,0,0,0,9355
70,114,20220410,8,1,3214,2669,475,335,0,0,0,0,0,0,11814
148,37,20220415,0,0,8187,7192,605,776,1,0,0,0,0,1,63062
198,90,20220420,11,1,17716,16027,3619,1346,0,0,0,0,0,0,71759
160,38,20220421,4,0,982,2639,1763,1325,0,1,0,0,0,1,19497
124,117,20220411,6,1,23138,18569,4848,568,0,0,0,0,0,0,54375
37,15,20220408,1,1,2271,4109,2280,652,0,0,0,0,0,0,48853
56,84,20220414,3,1,5409,4174,625,847,0,0,0,0,0,1,67115
199,140,20220419,14,1,14020,11655,3298,318,0,0,0,0,0,0,99710
116,135,20220416,6,0,2192,6600,855,1652,0,0,0,0,0,0,90952
114,39,20220408,0,0,1819,4826,3832,1321,0,0,0,0,0,0,99036
58,26,20220417,0,0,712,2187,434,319,0,0,0,0,0,0,79892
195,124,20220412,7,0,2532,5950,1937,1914,0,0,0,0,0,0,78623
52,90,20220411,2,0,1001,3064,3320,1204,0,0,0,0,0,0,10306
34,146,20220414,10,0,3126,9481,4975,1446,0,0,0,0,0,0,7737
192,85,20220420,5,1,7698,8965,126,1020,0,0,0,0,0,1,40507
71,13,20220421,7,1,14030,13363,4493,5,0,0,0,0,0,0,56788
135,84,20220409,10,1,7979,7093,4808,1748,0,0,0,0,0,0,55579
84,39,20220415,3,0,655,1169,771,1251,0,0,0,0,0,0,75943
137,90,20220418,4,0,1739,5615,835,863,0,0,0,0,0,1,20345
126,118,20220411,4,0,5874,12651,1798,1391,0,0,0,0,0,0,89640
19,144,20220411,5,0,907,1358,4855,1859,0,0,0,0,0,1,14965
159,6,20220411,3,0,5026,13641,2820,644,0,0,0,0,0,0,73388
103,128,20220410,13,1,13195,16606,763,1235,0,0,0,0,0,0,15186
157,21,20220420,12,1,8314,12750,4823,1232,0,0,0,0,0,0,31350
67,54,20220411,11,0,2125,4144,3064,674,0,0,1,0,0,0,87533
190,21,20220411,0,0,12741,17479,4467,407,0,0,0,0,0,0,35960
132,125,20220409,5,1,12357,12061,2358,307,0,0,0,0,0,0,1740
101,70,20220409,1,0,5917,11414,4210,576,0,0,0,0,0,1,21296
49,32,20220418,2,0,4342,5939,3643,976,0,0,0,0,0,1,53572
22,75,20220412,12,1,11619,13400,3849,543,0,0,0,0,0,0,83545
124,34,20220419,6,1,7718,6194,718,854,0,0,0,0,0,0,65703
58,90,20220416,14,0,4634,6286,2047,1012,0,0,0,1,0,0,38357
158,87,20220420,5,0,4866,12537,334,1932,0,0,1,0,0,0,44179
192,135,20220415,6,1,7706,8364,838,70,0,0,0,0,0,0,60171
84,112,20220418,8,1,10091,7905,4496,992,0,0,0,0,0,0,87626
142,108,20220419,11,0,645,1366,3267,618,0,0,0,0,0,0,78118
31,82,20220408,9,0,1066,2709,2725,343,0,0,0,0,0,0,79499
148,129,20220415,13,1,13193,17170,947,1322,0,0,0,0,0,0,54582
194,119,20220414,12,0,6718,10630,601,1961,0,0,0,0,0,0,27932
155,49,20220412,12,1,10641,15256,4269,1253,0,0,0,0,0,0,83092
133,60,20220414,13,0,4877,5108,975,1224,0,0,0,0,0,0,15888
7,91,20220413,6,1,5497,5297,3146,798,0,0,0,0,0,0,95365
51,45,20220414,13,1,24245,19904,4395,183,0,0,0,0,0,1,44137
127,87,20220419,13,0,1377,2475,4716,1546,0,0,0,0,0,1,49606
136,31,20220419,2,1,14372,15876,4784,927,0,0,0,0,0,0,43024
117,5,20220416,6,1,7927,19267,496,1834,0,0,0,0,0,0,83063
4,112,20220417,3,1,10199,9221,212,469,0,0,0,0,0,0,56984
126,111,20220421,10,1,13554,12131,1220,878,0,0,0,0,0,0,46239
134,141,20220416,12,0,3542,10329,4498,916,0,0,0,0,0,0,65371
77,17,20220413,14,1,10365,14864,1516,778,0,0,0,0,0,0,40089
142,0,20220409,5,1,18980,15970,2414,1749,0,0,0,0,0,0,44766
126,69,20220415,5,0,664,1748,3399,182,0,0,0,0,0,1,78281
107,111,20220411,5,1,7436,19635,1622,1482,0,0,0,0,0,0,67423
169,23,20220416,5,0,5662,5683,637,45,0,0,0,0,0,1,94136
136,66,20220408,10,1,6956,5713,4069,372,0,0,0,0,0,0,67067
114,83,20220419,11,0,6138,14181,2182,566,0,0,0,0,0,0,51068
107,99,20220421,6,0,1027,1921,4874,992,0,0,0,0,0,0,99143
174,26,20220410,11,1,20361,18268,3300,1634,0,0,0,0,0,0,99040
55,70,20220419,9,0,947,1498,789,404,0,0,1,0,0,0,42456
164,115,20220413,1,0,8919,19833,2110,1577,0,0,0,0,0,1,64579
98,142,20220408,13,1,13333,13849,2499,55,0,0,0,0,0,0,42423
110,27,20220420,3,1,17424,15589,4553,1107,0,0,0,0,0,0,24483
65,129,20220421,3,1,4934,4892,447,477,0,0,0,0,0,0,85665
62,8,20220408,6,1,13060,11685,2519,1840,0,0,0,0,0,1,44093
184,21,20220416,1,0,10296,14479,4200,1559,0,0,0,0,0,0,17550
95,7,20220419,6,1,13517,16395,361,547,0,0,0,0,0,0,55952
61,95,20220419,2,1,8130,7151,2274,481,0,0,0,0,0,0,28419
32,63,20220413,1,1,8474,18436,3413,689,0,0,0,0,0,0,87872
56,112,20220420,13,0,3459,9488,4041,1524,0,0,0,0,0,0,91572
126,145,20220419,2,0,5647,11066,3963,1850,0,0,0,0,0,0,12227
61,87,20220409,7,0,5049,7630,3955,560,0,0,0,0,0,1,49006
98,14,20220408,4,0,1774,2576,76,1468,0,0,0,0,0,0,36555
4,98,20220409,0,0,4933,8678,1338,1973,1,0,0,0,0,0,4593
169,5,20220413,11,1,11994,13405,2273,1668,0,0,0,0,0,0,31648
123,75,20220409,12,1,17519,14329,457,392,1,0,0,0,0,0,4083
84,45,20220409,7,0,4378,7236,1924,40,0,0,0,0,0,1,61170
46,92,20220411,4,1,14400,11790,984,536,0,0,0,0,0,0,88340
166,16,20220417,3,0,5233,8771,311,1971,0,0,0,0,0,0,14578
106,140,20220415,2,1,12995,13889,3197,1558,0,0,0,0,0,1,64623
2,112,20220411,2,0,761,2307,2989,89,0,0,0,0,0,0,34880
21,48,20220421,1,0,6132,13146,2637,1224,0,0,0,0,0,0,48492
33,35,20220417,0,1,3189,8065,1092,245,0,0,0,0,0,0,74155
194,124,20220416,12,1,8397,11244,3690,1385,0,0,0,0,0,1,15500
67,0,20220421,6,1,12644,17069,1720,1802,0,0,0,0,0,0,88320
109,64,20220418,8,0,2618,3015,2586,1572,0,0,0,0,0,0,3395
150,4,20220409,14,1,21648,16818,3020,881,0,0,0,0,0,0,49918
42,37,20220408,2,1,11693,16146,2074,281,0,0,0,0,0,0,33838
88,1,20220420,4,0,1589,3306,3218,529,0,0,0,0,0,1,81905
79,108,20220413,5,1,12570,9766,4161,1669,0,0,0,0,0,0,66845
101,63,20220408,9,1,12208,19869,4592,938,0,0,0,0,0,0,84772
170,62,20220414,0,0,10144,16324,3544,1512,0,0,0,0,0,0,16063
7,78,20220413,6,1,8007,14119,331,1948,0,0,0,0,0,0,54555
73,114,20220414,5,0,6004,8271,3248,740,0,0,0,0,0,1,5434
170,95,20220414,8,0,5540,8236,4949,375,0,0,0,0,0,0,47266
185,149,20220412,2,0,6557,14597,3009,1688,0,0,0,0,0,0,24607
38,26,20220414,3,1,11741,14752,4348,876,0,0,0,0,0,1,90957
40,12,20220414,2,1,7777,11348,1844,89,0,0,0,0,0,0,23926
165,5,20220421,11,0,4896,7963,4534,1791,0,0,0,0,0,0,7792
16,73,20220417,7,1,17809,18598,885,492,0,0,0,0,0,0,93089
6,59,20220418,11,1,8411,7828,202,783,0,0,0,0,0,0,85994
122,30,20220408,12,0,5136,6946,749,1303,1,0,0,0,0,1,15284
27,66,20220412,11,1,3079,2733,4161,448,0,0,0,0,0,0,32211
106,81,20220421,7,1,11971,17021,2748,743,0,0,0,0,0,0,22209
45,149,20220411,8,0,4708,8832,1916,1351,0,0,0,0,0,0,86882
41,40,20220415,8,1,24467,19693,2598,1510,1,0,0,0,0,1,2969
99,135,20220420,1,0,4668,6842,4440,489,0,0,0,0,0,0,9264
83,127,20220416,8,0,4664,11505,3763,1701,0,0,0,0,0,0,66279
18,27,20220420,12,1,6223,5475,3170,1073,0,0,0,0,0,0,13945
59,147,20220410,12,0,6344,9889,1665,1760,0,0,0,0,0,0,49602
87,92,20220415,0,0,4330,9011,4336,1082,0,0,0,0,0,0,46100
7,44,20220416,13,1,11755,9564,3216,1534,0,0,0,0,0,0,50809
194,101,20220412,3,0,5969,8286,596,1143,0,0,0,0,0,0,34647
184,52,20220416,3,1,8525,17574,4404,762,0,0,0,0,0,1,40787
178,66,20220421,6,1,8094,7522,3979,1226,0,0,0,0,0,0,6547
134,22,20220418,12,1,10491,8189,2814,440,0,0,0,0,0,0,13224
194,87,20220412,4,1,15583,15906,1619,409,0,0,0,0,0,0,87136
159,59,20220408,0,0,797,1198,719,259,0,0,0,0,0,1,27341
197,15,20220410,7,0,4602,8004,4294,221,0,0,0,0,0,0,44483
123,55,20220411,2,1,16599,18743,1226,813,0,0,0,0,0,0,21562
36,2,20220420,5,1,6619,5718,2156,1171,0,0,0,0,0,0,87934
65,21,20220411,10,0,4143,11202,2534,333,0,0,0,0,0,0,39119
116,44,20220419,4,1,7253,6110,1657,597,0,0,0,0,0,0,71797
28,45,20220411,5,1,8484,12163,3953,500,1,0,0,0,0,1,32677
178,44,20220417,3,0,3316,10746,4085,1223,0,0,0,0,0,1,49850
111,83,20220415,13,0,916,1644,3383,298,0,0,0,0,0,0,78198
117,106,20220421,1,0,4161,7003,245,1696,0,0,0,0,0,0,44278
75,82,20220415,13,1,8925,10957,4422,1187,0,0,0,0,0,0,76529
163,121,20220420,6,0,715,1888,4019,770,0,0,0,0,0,0,53557
41,94,20220421,13,0,6324,9619,3291,1465,0,0,0,0,0,0,33459
70,15,20220418,0,0,986,1208,4077,1749,0,0,0,0,0,0,97691
24,117,20220416,14,0,2146,5186,672,1234,0,0,0,0,0,0,11989
